City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Ilhabela,BR,2022-04-06 16:29:41,-23.7781,-45.3581,76.08,82,78,6.55
296,Padang,ID,2022-04-06 16:29:42,-0.9492,100.3543,78.49,81,100,3.56
297,Kerman,IR,2022-04-06 16:29:42,30.2832,57.0788,75.06,9,0,13.8
298,Sola,VU,2022-04-06 16:29:42,-13.8833,167.55,83.12,71,100,18.32
299,Batagay-Alyta,RU,2022-04-06 16:29:42,67.8006,130.4114,-10.48,99,100,4.97
300,Akyab,MM,2022-04-06 16:29:43,20.15,92.9,80.73,79,11,6.87
301,Aden,YE,2022-04-06 16:29:43,12.7794,45.0367,81.05,74,0,16.44
302,Houma,US,2022-04-06 16:29:43,29.5958,-90.7195,83.01,78,40,14.97
303,Hirara,JP,2022-04-06 16:29:44,24.8,125.2833,69.69,72,83,14.54
304,Kirkwall,GB,2022-04-06 16:29:44,58.9848,-2.9587,37.45,93,100,27.63
305,Buchanan,LR,2022-04-06 16:29:44,5.8808,-10.0467,84.0,73,84,8.39
306,Galveston,US,2022-04-06 16:26:52,29.3669,-94.9669,82.04,82,100,8.05
307,Constitucion,CL,2022-04-06 16:28:55,-35.3333,-72.4167,66.11,62,31,10.56
308,Westport,US,2022-04-06 16:28:40,41.1415,-73.3579,50.94,94,100,14.97
309,Constantine,DZ,2022-04-06 16:29:45,36.365,6.6147,60.21,58,40,18.41
310,Obo,CF,2022-04-06 16:29:45,5.3998,26.4869,85.8,46,100,8.32
311,Paamiut,GL,2022-04-06 16:29:45,61.994,-49.6678,31.1,97,100,6.76
312,Nyakabindi,TZ,2022-04-06 16:29:46,-2.6333,33.9833,64.22,92,59,9.15
313,Ubrique,ES,2022-04-06 16:29:46,36.6778,-5.446,59.86,76,90,4.29
314,Namibe,AO,2022-04-06 16:29:46,-15.1961,12.1522,75.61,68,9,13.76
315,Mantua,IT,2022-04-06 16:29:47,45.1667,10.7833,61.84,60,100,8.01
316,Matagami,CA,2022-04-06 16:30:47,49.7502,-77.6328,41.11,19,0,6.91
317,Betsiamites,CA,2022-04-06 16:30:47,48.9413,-68.646,37.49,74,7,7.38
318,Yingkou,CN,2022-04-06 16:30:48,40.6648,122.2283,39.83,50,100,17.11
319,Mutis,CO,2022-04-06 16:30:48,6.2262,-77.4044,82.44,81,99,5.21
320,Sao Filipe,CV,2022-04-06 16:30:49,14.8961,-24.4956,72.72,71,4,10.58
321,Batangafo,CF,2022-04-06 16:30:50,7.3008,18.2833,84.06,51,96,4.65
322,Dhidhdhoo,MV,2022-04-06 16:30:50,6.8833,73.1,84.4,68,21,6.29
323,Shakawe,BW,2022-04-06 16:30:50,-18.3667,21.85,81.1,32,30,3.67
324,Taranagar,IN,2022-04-06 16:30:51,28.6709,75.0351,86.04,7,0,3.56
325,Arlit,NE,2022-04-06 16:30:51,18.7369,7.3853,104.41,3,21,13.06
326,Passagem Franca,BR,2022-04-06 16:30:51,-6.1797,-43.7836,89.29,48,86,6.15
327,Prudentopolis,BR,2022-04-06 16:30:52,-25.2131,-50.9778,76.89,69,86,3.13
328,Jining,CN,2022-04-06 16:30:52,35.405,116.5814,50.0,67,0,5.5
329,Cam Ranh,VN,2022-04-06 16:30:52,11.9214,109.1591,76.96,69,40,12.66
330,Asau,RO,2022-04-06 16:30:52,46.4333,26.4,65.32,43,63,4.38
331,Norman Wells,CA,2022-04-06 16:30:53,65.282,-126.8329,3.24,66,20,4.61
332,Awjilah,LY,2022-04-06 16:30:53,29.1081,21.2869,98.24,6,0,9.86
333,Craig,US,2022-04-06 16:30:53,40.5153,-107.5464,31.95,34,0,9.22
334,Fortuna,US,2022-04-06 16:30:54,40.5982,-124.1573,48.97,97,0,6.91
335,Superior,US,2022-04-06 16:30:54,46.7208,-92.1041,41.47,95,100,12.66
336,Waterloo,CA,2022-04-06 16:26:59,43.4668,-80.5164,54.55,62,100,14.97
337,Kjopsvik,NO,2022-04-06 16:30:54,68.097,16.3742,36.18,79,100,6.04
338,Vestmannaeyjar,IS,2022-04-06 16:30:55,63.4427,-20.2734,34.79,47,0,23.02
339,Nadym,RU,2022-04-06 16:30:55,65.5333,72.5167,18.64,93,100,27.18
340,Tiksi,RU,2022-04-06 16:30:55,71.6872,128.8694,-16.11,100,95,1.5
341,Oranjemund,NA,2022-04-06 16:30:56,-28.55,16.4333,61.36,76,90,21.54
342,Richards Bay,ZA,2022-04-06 16:30:56,-28.783,32.0377,74.39,95,14,2.57
343,Rongcheng,CN,2022-04-06 16:30:56,30.634,117.8517,63.14,64,81,2.37
344,Orsk,RU,2022-04-06 16:30:56,51.2049,58.5668,43.7,81,40,6.71
345,Port Blair,IN,2022-04-06 16:30:57,11.6667,92.75,82.44,78,20,4.61
346,Sinop,TR,2022-04-06 16:30:57,41.7711,34.8709,43.97,92,86,2.73
347,Coos Bay,US,2022-04-06 16:30:57,43.3665,-124.2179,52.23,79,20,4.61
348,High Level,CA,2022-04-06 16:30:58,58.5169,-117.136,32.11,80,20,2.3
349,Provideniya,RU,2022-04-06 16:30:58,64.3833,-173.3,-3.48,96,100,9.69
350,Alyangula,AU,2022-04-06 16:30:58,-13.8483,136.4192,69.67,100,6,5.75
351,Iqaluit,CA,2022-04-06 16:30:58,63.7506,-68.5145,4.73,77,40,25.32
352,Gat,IL,2022-04-06 16:30:59,31.61,34.7642,69.78,12,0,4.74
353,Kyabe,TD,2022-04-06 16:30:59,9.4515,18.9449,98.44,21,50,2.21
354,Najran,SA,2022-04-06 16:30:59,17.4924,44.1277,81.25,7,0,5.99
355,Vikhorevka,RU,2022-04-06 16:31:00,56.1201,101.1636,49.59,96,100,5.53
356,Aklavik,CA,2022-04-06 16:31:00,68.2191,-135.0107,3.2,55,75,8.05
357,Gushikawa,JP,2022-04-06 16:31:00,26.3544,127.8686,65.43,88,0,6.91
358,Nome,US,2022-04-06 16:31:01,64.5011,-165.4064,-0.33,78,100,0.0
359,Nyurba,RU,2022-04-06 16:31:01,63.2842,118.3319,-9.54,100,19,2.89
360,Angoche,MZ,2022-04-06 16:31:01,-16.2325,39.9086,79.86,79,7,10.27
361,Torbay,CA,2022-04-06 16:31:02,47.6666,-52.7314,39.27,90,100,31.07
362,Sfantu Gheorghe,RO,2022-04-06 16:31:02,45.8667,25.7833,59.58,44,22,1.3
363,Kampong Cham,KH,2022-04-06 16:31:02,11.9934,105.4635,81.39,63,91,7.85
364,Vadso,NO,2022-04-06 16:32:03,70.0744,29.7487,33.96,75,75,26.46
365,Makakilo City,US,2022-04-06 16:32:03,21.3469,-158.0858,71.69,77,0,6.91
366,Pudozh,RU,2022-04-06 16:32:03,61.8099,36.5345,17.13,94,55,3.71
367,Kolosovka,RU,2022-04-06 16:32:04,56.4678,73.611,30.52,84,9,11.86
368,Hamilton,US,2022-04-06 16:27:23,39.1834,-84.5333,56.77,96,100,9.22
369,South Lake Tahoe,US,2022-04-06 16:32:04,38.9332,-119.9844,49.05,43,0,1.01
370,Quepos,CR,2022-04-06 16:32:04,9.4236,-84.1652,86.61,66,82,6.08
371,Atar,MR,2022-04-06 16:29:00,20.5169,-13.0499,93.13,12,0,11.34
372,Alexandria,EG,2022-04-06 16:30:45,31.2156,29.9553,76.96,50,0,9.22
373,Valleyview,CA,2022-04-06 16:32:05,55.0667,-117.2859,33.84,55,21,17.27
374,Bharatpur,IN,2022-04-06 16:32:05,27.2167,77.4833,87.15,7,44,3.15
375,Tommot,RU,2022-04-06 16:32:06,58.9564,126.2925,7.63,98,100,4.41
376,Bardiyah,LY,2022-04-06 16:32:06,31.7561,25.0865,68.63,61,34,4.88
377,Turukhansk,RU,2022-04-06 16:32:06,65.8167,87.9833,23.54,95,100,4.23
378,Micheweni,TZ,2022-04-06 16:32:07,-4.9667,39.8333,83.48,70,1,13.42
379,Linxia,CN,2022-04-06 16:32:07,35.6003,103.2064,51.01,22,1,2.42
380,The Valley,AI,2022-04-06 16:32:07,18.217,-63.0578,85.86,61,20,18.41
381,San Jose,US,2022-04-06 16:29:56,37.3394,-121.895,68.41,50,0,4.61
382,Tucurui,BR,2022-04-06 16:32:08,-3.7661,-49.6725,82.96,81,92,3.04
383,Bafq,IR,2022-04-06 16:32:08,31.6128,55.4107,78.71,7,11,3.65
384,Hovd,MN,2022-04-06 16:32:09,48.0056,91.6419,48.83,28,29,5.73
385,Raudeberg,NO,2022-04-06 16:32:09,61.9875,5.1352,39.87,70,6,11.45
386,Tolga,DZ,2022-04-06 16:32:09,34.7222,5.3785,74.21,24,11,23.98
387,Kashmor,PK,2022-04-06 16:32:10,28.4333,69.5833,93.47,6,0,6.73
388,Saint George,US,2022-04-06 16:31:52,37.1041,-113.5841,59.79,22,0,6.91
389,Jitauna,BR,2022-04-06 16:28:14,-14.0189,-39.8889,89.53,48,65,3.11
390,Lhokseumawe,ID,2022-04-06 16:32:10,5.1801,97.1507,79.39,81,100,5.23
391,Mareeba,AU,2022-04-06 16:32:11,-17.0,145.4333,70.45,93,24,1.52
392,Codrington,AU,2022-04-06 16:32:11,-38.2667,141.9667,58.46,85,17,8.48
393,Bambanglipuro,ID,2022-04-06 16:32:11,-7.95,110.2833,77.45,84,91,1.59
394,Kampot,KH,2022-04-06 16:32:12,10.6167,104.1833,78.85,77,99,3.6
395,Ochtrup,DE,2022-04-06 16:32:12,52.2167,7.1833,51.75,85,100,25.14
396,Grindavik,IS,2022-04-06 16:32:12,63.8424,-22.4338,33.75,64,20,24.16
397,Dabakala,CI,2022-04-06 16:32:13,8.3667,-4.4333,87.39,58,54,6.42
398,Hualmay,PE,2022-04-06 16:27:46,-11.0964,-77.6139,74.03,73,21,12.06
399,Khambhaliya,IN,2022-04-06 16:32:13,22.2072,69.6683,82.36,56,86,10.11
400,Tigil,RU,2022-04-06 16:32:14,57.8,158.6667,14.81,98,75,3.15
401,Mount Isa,AU,2022-04-06 16:29:00,-20.7333,139.5,78.57,22,0,5.75
402,Noumea,NC,2022-04-06 16:32:14,-22.2763,166.4572,80.01,99,99,16.98
403,Pachino,IT,2022-04-06 16:32:15,36.7186,15.0907,57.43,83,70,8.41
404,Mount Gambier,AU,2022-04-06 16:31:37,-37.8333,140.7667,53.51,94,10,6.91
405,Verkhnevilyuysk,RU,2022-04-06 16:32:15,63.4453,120.3167,-12.66,100,75,2.75
406,Bereda,ES,2022-04-06 16:32:16,43.2686,-7.5406,61.14,57,99,5.88
407,Gigmoto,PH,2022-04-06 16:32:16,13.7796,124.39,78.78,89,100,11.79
408,Ruy Barbosa,BR,2022-04-06 16:32:16,-12.2839,-40.4939,94.23,29,38,5.48
409,Guerrero Negro,MX,2022-04-06 16:33:17,27.9769,-114.0611,70.66,47,0,4.23
410,Greenwood,US,2022-04-06 16:28:44,34.1668,-82.1165,70.16,94,100,4.61
411,Myitkyina,MM,2022-04-06 16:33:17,25.3833,97.4,70.18,70,41,3.94
412,Vanavara,RU,2022-04-06 16:33:18,60.34,102.2797,34.56,98,100,8.9
413,Nhulunbuy,AU,2022-04-06 16:33:18,-12.2333,136.7667,75.81,88,27,5.75
414,Cherskiy,RU,2022-04-06 16:33:18,68.75,161.3,-26.88,100,100,2.68
415,Beringovskiy,RU,2022-04-06 16:33:19,63.05,179.3167,-11.33,91,8,10.13
416,Half Moon Bay,US,2022-04-06 16:33:19,37.4636,-122.4286,69.53,52,0,3.44
417,Hashtrud,IR,2022-04-06 16:33:19,37.4779,47.0508,58.66,36,100,20.04
418,Pangnirtung,CA,2022-04-06 16:33:20,66.1451,-65.7125,3.2,85,20,3.44
419,Port Hawkesbury,CA,2022-04-06 16:33:20,45.6169,-61.3485,44.91,65,0,13.8
420,Saurimo,AO,2022-04-06 16:33:20,-9.6608,20.3916,74.19,74,93,1.25
421,Vila Franca Do Campo,PT,2022-04-06 16:33:21,37.7167,-25.4333,64.81,77,64,13.69
422,Biak,ID,2022-04-06 16:33:21,-0.9131,122.8766,75.99,83,100,1.48
423,Norton Shores,US,2022-04-06 16:32:38,43.1689,-86.2639,46.58,79,100,14.97
424,Kijang,KR,2022-04-06 16:33:21,35.2442,129.2139,55.2,59,0,6.91
425,Pinyug,RU,2022-04-06 16:33:22,60.251,47.7842,32.41,98,100,8.52
426,Ugoofaaru,MV,2022-04-06 16:33:22,5.6667,73.0,84.0,68,14,5.46
427,Belmonte,BR,2022-04-06 16:33:22,-15.8631,-38.8828,83.35,62,30,6.67
428,Sur,OM,2022-04-06 16:33:23,22.5667,59.5289,82.94,60,4,1.1
429,Sao Felix Do Xingu,BR,2022-04-06 16:33:23,-6.6447,-51.995,81.9,81,70,1.72
430,Tamiahua,MX,2022-04-06 16:33:23,21.2667,-97.45,89.02,48,64,6.15
431,Ituacu,BR,2022-04-06 16:33:24,-13.8133,-41.2967,88.38,38,17,8.95
432,Xingyi,CN,2022-04-06 16:33:24,24.1877,102.817,48.4,82,100,4.38
433,Kirakira,SB,2022-04-06 16:33:24,-10.4544,161.9205,79.68,85,100,11.95
434,Narrabri,AU,2022-04-06 16:33:24,-30.3167,149.7833,64.53,88,100,1.14
435,Stephenville,US,2022-04-06 16:33:25,32.2207,-98.2023,64.76,29,0,19.57
436,Teahupoo,PF,2022-04-06 16:33:25,-17.8333,-149.2667,73.36,72,80,21.94
437,Praia Da Vitoria,PT,2022-04-06 16:33:27,38.7333,-27.0667,68.25,68,20,22.26
438,Minggang,CN,2022-04-06 16:33:27,32.4586,114.0486,62.01,75,46,6.15
439,Yeppoon,AU,2022-04-06 16:33:27,-23.1333,150.7333,71.38,70,13,15.21
440,Luanda,AO,2022-04-06 16:30:27,-8.8368,13.2343,82.4,74,20,13.8
441,Gornopravdinsk,RU,2022-04-06 16:33:28,60.05,69.9,27.07,90,80,9.24
442,Abu Samrah,SY,2022-04-06 16:33:28,35.3029,37.1841,62.67,61,42,18.99
443,Poshekhonye,RU,2022-04-06 16:33:28,58.4993,39.1353,29.73,79,66,9.28
444,Belaya Gora,RU,2022-04-06 16:33:01,68.5333,146.4167,-21.84,100,57,1.54
445,Yar-Sale,RU,2022-04-06 16:33:29,66.8333,70.8333,17.2,89,100,25.28
446,Morrinhos,BR,2022-04-06 16:33:29,-17.7311,-49.0994,88.38,40,3,3.67
447,Kurduvadi,IN,2022-04-06 16:33:29,18.0833,75.4333,94.93,15,79,2.89
448,Havre-Saint-Pierre,CA,2022-04-06 16:33:30,50.2334,-63.5986,35.96,69,100,10.36
449,Yerbogachen,RU,2022-04-06 16:33:30,61.2767,108.0108,26.29,96,100,10.85
450,Bauchi,NG,2022-04-06 16:33:30,10.5,10.0,98.94,9,53,4.9
451,Borogontsy,RU,2022-04-06 16:33:31,62.6683,131.1683,-0.04,99,100,5.01
452,Mangai,CD,2022-04-06 16:33:31,-4.05,19.5333,77.18,77,100,2.98
453,Turan,VN,2022-04-06 16:33:31,16.0678,108.2208,73.38,83,75,8.05
454,Ancud,CL,2022-04-06 16:31:31,-41.8697,-73.8203,59.23,96,100,16.2
455,Naze,JP,2022-04-06 16:33:32,28.3667,129.4833,54.52,64,87,0.83
456,Pochutla,MX,2022-04-06 16:33:32,15.7432,-96.4661,86.83,41,17,9.44
457,Mnogovershinnyy,RU,2022-04-06 16:33:32,53.9353,139.9242,12.65,97,99,4.68
458,Awbari,LY,2022-04-06 16:34:33,26.5921,12.7805,99.27,5,1,12.8
459,San Patricio,US,2022-04-06 16:34:33,28.017,-97.5169,90.91,52,6,18.03
460,Srednekolymsk,RU,2022-04-06 16:34:33,67.45,153.6833,-21.69,100,55,3.31
461,Fukue,JP,2022-04-06 16:34:33,32.6881,128.8419,58.44,64,78,6.96
462,Olinda,BR,2022-04-06 16:34:34,-8.0089,-34.8553,83.93,65,75,9.22
463,San Juan,AR,2022-04-06 16:34:34,-31.5375,-68.5364,83.25,23,0,4.32
464,Kortkeros,RU,2022-04-06 16:34:34,61.8106,51.5806,35.6,93,100,9.46
465,Poronaysk,RU,2022-04-06 16:34:36,49.2167,143.1167,28.63,68,22,16.37
466,Saint Anthony,US,2022-04-06 16:34:37,45.0205,-93.218,38.84,93,100,19.57
467,Tevaitoa,PF,2022-04-06 16:34:38,-16.7833,-151.5,81.73,78,30,23.06
468,Morant Bay,JM,2022-04-06 16:34:38,17.8815,-76.4093,88.72,68,64,12.37
469,Changping,CN,2022-04-06 16:34:38,40.2186,116.2197,40.64,29,0,1.77
470,Beaver Dam,US,2022-04-06 16:31:47,43.4578,-88.8373,52.02,62,75,25.32
471,Dombarovskiy,RU,2022-04-06 16:34:39,50.7587,59.5386,35.01,84,53,12.37
472,Ulladulla,AU,2022-04-06 16:34:39,-35.35,150.4667,61.77,90,100,8.93
473,Oistins,BB,2022-04-06 16:34:39,13.0667,-59.5333,82.49,65,40,25.32
474,Filingue,NE,2022-04-06 16:34:40,14.3521,3.3168,107.94,12,31,4.81
475,Carauari,BR,2022-04-06 16:34:40,-4.8828,-66.8958,73.76,98,100,2.98
476,Ilo,PE,2022-04-06 16:34:40,-17.6394,-71.3375,72.46,68,0,6.91
477,Kiunga,PG,2022-04-06 16:34:40,-6.1219,141.2906,72.37,99,94,0.85
478,Porto Walter,BR,2022-04-06 16:34:41,-8.2686,-72.7439,92.71,45,55,3.4
479,Krasnyy Yar,RU,2022-04-06 16:34:41,46.5331,48.3456,55.33,50,100,5.95
480,Tanout,NE,2022-04-06 16:34:41,14.9709,8.8879,98.85,4,95,10.38
481,Necochea,AR,2022-04-06 16:31:08,-38.5473,-58.7368,79.14,39,46,9.93
482,Kalmunai,LK,2022-04-06 16:34:42,7.4167,81.8167,79.52,80,96,4.79
483,Vigrestad,NO,2022-04-06 16:34:42,58.5667,5.7,37.58,78,100,14.63
484,Spring Hill,US,2022-04-06 16:30:58,28.4769,-82.5255,86.99,72,20,11.5
485,Ayer Tawar,MY,2022-04-06 16:34:42,4.2954,100.7548,76.95,94,40,2.3
486,Lazaro Cardenas,MX,2022-04-06 16:34:43,17.9583,-102.2,81.5,50,93,7.09
487,San Lawrenz,MT,2022-04-06 16:34:43,36.0553,14.204,60.85,90,95,3.0
488,Saint-Joseph,RE,2022-04-06 16:34:43,-21.3667,55.6167,77.38,81,92,13.0
489,Klaksvik,FO,2022-04-06 16:34:44,62.2266,-6.589,32.92,58,100,31.76
490,Sembe,CG,2022-04-06 16:34:44,1.6481,14.5806,75.72,76,96,2.26
491,Qasigiannguit,GL,2022-04-06 16:34:44,68.8193,-51.1922,25.05,94,100,4.0
492,Vao,NC,2022-04-06 16:34:45,-22.6667,167.4833,78.1,86,100,27.69
493,Spas-Demensk,RU,2022-04-06 16:34:45,54.4122,34.0226,28.11,96,74,3.89
494,Touros,BR,2022-04-06 16:34:45,-5.1989,-35.4608,84.72,66,69,12.46
495,Neuquen,AR,2022-04-06 16:30:23,-38.9516,-68.0591,78.44,22,34,14.05
496,Louiseville,CA,2022-04-06 16:34:46,46.2559,-72.9415,45.16,69,29,11.56
497,Youghal,IE,2022-04-06 16:34:46,51.95,-7.8506,52.81,75,83,27.34
498,Padampur,IN,2022-04-06 16:34:46,29.6833,73.6167,85.87,7,0,6.17
499,Chaman,PK,2022-04-06 16:34:46,30.9236,66.4512,75.6,14,1,6.8
500,Nakhon Phanom,TH,2022-04-06 16:34:47,17.3333,104.4167,71.71,53,18,9.08
501,Nobres,BR,2022-04-06 16:34:47,-14.7203,-56.3275,90.55,49,0,3.65
502,Camopi,GF,2022-04-06 16:34:47,3.1655,-52.3158,77.16,93,100,3.04
503,Poli,TZ,2022-04-06 16:34:48,-3.3333,36.8,77.27,60,20,11.5
504,Virginia Beach,US,2022-04-06 16:32:14,36.8529,-75.978,75.25,59,40,19.57
505,Nacozari,MX,2022-04-06 16:35:48,25.3366,-108.2574,77.11,51,0,4.92
506,Bam,IR,2022-04-06 16:35:48,29.106,58.357,82.13,18,31,11.43
507,La Macarena,CO,2022-04-06 16:35:49,2.1837,-73.7849,73.56,95,100,2.21
508,Sinjar,IQ,2022-04-06 16:35:49,36.3209,41.8754,72.5,23,100,14.14
509,Havelock,US,2022-04-06 16:33:37,34.8791,-76.9013,77.99,71,0,8.99
510,Calbuco,CL,2022-04-06 16:35:50,-41.768,-73.1273,58.21,88,100,14.9
511,Middlebury,US,2022-04-06 16:35:18,44.0153,-73.1673,61.07,37,0,9.22
512,Nemuro,JP,2022-04-06 16:35:50,43.3236,145.575,34.65,67,99,9.8
513,Mountain Home,US,2022-04-06 16:35:51,43.133,-115.6912,35.08,100,0,4.61
514,Nola,IT,2022-04-06 16:35:53,40.922,14.5329,62.4,52,57,5.01
515,San Andres,CO,2022-04-06 16:35:53,12.5847,-81.7006,86.02,70,75,10.36
516,Benicarlo,ES,2022-04-06 16:35:54,40.4165,0.4271,66.25,63,53,13.8
517,Tecoanapa,MX,2022-04-06 16:35:54,16.5167,-98.75,82.51,61,73,9.75
518,Rocky Mountain House,CA,2022-04-06 16:35:15,52.3668,-114.9188,37.51,41,31,6.91
519,Bela Vista,BR,2022-04-06 16:35:54,-22.1089,-56.5211,93.83,39,23,7.14
520,Honningsvag,NO,2022-04-06 16:35:55,70.9821,25.9704,33.55,69,75,24.16
521,Chernyshevsk,RU,2022-04-06 16:35:55,52.5243,117.0174,20.5,49,81,2.3
522,Sao Gabriel Da Cachoeira,BR,2022-04-06 16:35:55,-0.1303,-67.0892,82.74,81,82,2.1
523,Tukrah,LY,2022-04-06 16:35:56,32.5341,20.5791,78.06,37,74,5.41
524,Fort Nelson,CA,2022-04-06 16:35:56,58.8053,-122.7002,36.99,44,40,4.61
525,Qandala,SO,2022-04-06 16:35:56,11.472,49.8728,84.07,54,0,6.64
526,Siguiri,GN,2022-04-06 16:35:57,11.6667,-9.5,98.78,22,100,3.0
527,Margate,GB,2022-04-06 16:35:57,51.3813,1.3862,54.88,74,66,11.99
528,Maniitsoq,GL,2022-04-06 16:35:57,65.4167,-52.9,28.63,89,100,13.13
529,Blagoyevo,RU,2022-04-06 16:35:57,63.3667,47.9167,32.61,94,100,10.92
530,Tocopilla,CL,2022-04-06 16:35:58,-22.092,-70.1979,72.79,65,70,7.34
531,Qom,IR,2022-04-06 16:35:58,34.6401,50.8764,76.03,12,54,12.59
532,Lerwick,GB,2022-04-06 16:35:58,60.1545,-1.1494,41.0,56,100,25.23
533,Mchinji,MW,2022-04-06 16:35:59,-13.7984,32.8802,67.03,94,100,2.46
534,La Sarre,CA,2022-04-06 16:35:59,48.8002,-79.1996,44.51,55,54,13.87
535,Altay,CN,2022-04-06 16:35:59,47.8667,88.1167,45.23,41,80,9.69
536,Brae,GB,2022-04-06 16:36:00,60.3964,-1.353,39.94,55,100,22.03
537,Kajaani,FI,2022-04-06 16:36:00,64.2273,27.7285,28.45,64,20,11.5
